,,,,,1,20,8,179,13,8,37,12,0,,,,,,,,,,15.985473,99,,,,21/12/17,06:39:29,,,,,,,70769384,70769384,70769382,,,,,,,,,,,,,,,,,,,,53
,,,,,4,12,2,179,14,0,37,20,11,,,,,,,,,,22.925766,105,,,,21/12/17,07:07:02,,,,,,,70769378,70769382,70769387,,,,,,,,,,,,,,,,,,,,60
,,,,,1,13,12,179,12,12,37,20,12,,,,,,,,,,14.758841,61,,,,21/12/17,07:38:12,,,,,,,70769388,70769386,70769387,,,,,,,,,,,,,,,,,,,,51
,,,,,1,19,2,179,17,10,37,17,11,,,,,,,,,,21.830896,95,,,,21/12/17,08:11:45,,,,,,,70769384,70769386,70769388,,,,,,,,,,,,,,,,,,,,55
,,,,,4,15,6,179,12,6,37,20,4,,,,,,,,,,25.192244,63,,,,21/12/17,08:42:37,,,,,,,70769384,70769379,70769380,,,,,,,,,,,,,,,,,,,,52
,,,,,8,13,4,179,19,1,37,13,3,,,,,,,,,,24.732578,53,,,,21/12/17,09:09:42,,,,,,,70769385,70769384,70769387,,,,,,,,,,,,,,,,,,,,60
,,,,,8,15,12,179,17,4,37,15,3,,,,,,,,,,17.518267,82,,,,21/12/17,09:37:38,,,,,,,70769384,70769385,70769379,,,,,,,,,,,,,,,,,,,,55
,,,,,2,17,11,179,16,2,37,19,11,,,,,,,,,,27.333067,117,,,,21/12/17,10:10:42,,,,,,,70769386,70769379,70769381,,,,,,,,,,,,,,,,,,,,56
,,,,,8,17,0,179,16,7,37,16,12,,,,,,,,,,13.7748,49,,,,21/12/17,10:40:16,,,,,,,70769380,70769379,70769380,,,,,,,,,,,,,,,,,,,,54
,,,,,1,20,12,179,14,10,37,13,8,,,,,,,,,,13.424839,95,,,,21/12/17,11:08:23,,,,,,,70769385,70769384,70769388,,,,,,,,,,,,,,,,,,,,55
,,,,,4,19,9,179,20,12,37,19,11,,,,,,,,,,23.578365,79,,,,21/12/17,11:39:37,,,,,,,70769386,70769378,70769388,,,,,,,,,,,,,,,,,,,,59
,,,,,2,18,12,179,15,8,37,19,6,,,,,,,,,,12.059286,75,,,,21/12/17,12:09:17,,,,,,,70769380,70769382,70769380,,,,,,,,,,,,,,,,,,,,60
,,,,,4,18,1,179,16,3,37,12,4,,,,,,,,,,15.742592,79,,,,21/12/17,12:38:27,,,,,,,70769384,70769388,70769388,,,,,,,,,,,,,,,,,,,,55
,,,,,2,16,3,179,16,8,37,20,11,,,,,,,,,,26.25003,118,,,,21/12/17,13:09:29,,,,,,,70769387,70769382,70769381,,,,,,,,,,,,,,,,,,,,52
,,,,,8,20,7,179,15,6,37,12,1,,,,,,,,,,27.239965,76,,,,21/12/17,13:41:47,,,,,,,70769384,70769387,70769384,,,,,,,,,,,,,,,,,,,,53
,,,,,1,17,10,179,18,3,37,20,12,,,,,,,,,,27.808,92,,,,21/12/17,14:12:48,,,,,,,70769388,70769384,70769381,,,,,,,,,,,,,,,,,,,,50
,,,,,4,20,10,179,16,6,37,13,2,,,,,,,,,,12.843863,78,,,,21/12/17,14:46:40,,,,,,,70769388,70769388,70769382,,,,,,,,,,,,,,,,,,,,50
,,,,,8,15,6,179,16,8,37,12,11,,,,,,,,,,15.454523,59,,,,21/12/17,15:21:03,,,,,,,70769388,70769388,70769381,,,,,,,,,,,,,,,,,,,,60
,,,,,8,12,10,179,20,7,37,17,8,,,,,,,,,,25.231436,50,,,,21/12/17,15:51:20,,,,,,,70769386,70769388,70769379,,,,,,,,,,,,,,,,,,,,60
,,,,,1,14,6,179,12,3,37,12,8,,,,,,,,,,29.167679,56,,,,21/12/17,16:20:54,,,,,,,70769378,70769386,70769382,,,,,,,,,,,,,,,,,,,,58
,,,,,8,20,7,179,13,1,37,15,3,,,,,,,,,,15.52599,60,,,,21/12/17,16:53:39,,,,,,,70769387,70769383,70769383,,,,,,,,,,,,,,,,,,,,51
,,,,,1,20,11,179,20,6,37,13,10,,,,,,,,,,23.034134,65,,,,21/12/17,17:26:33,,,,,,,70769381,70769388,70769379,,,,,,,,,,,,,,,,,,,,57
,,,,,2,14,10,179,18,11,37,16,10,,,,,,,,,,21.024254,89,,,,21/12/17,17:57:28,,,,,,,70769382,70769387,70769382,,,,,,,,,,,,,,,,,,,,59
,,,,,4,18,9,179,17,0,37,16,6,,,,,,,,,,22.966965,113,,,,21/12/17,18:26:58,,,,,,,70769380,70769383,70769384,,,,,,,,,,,,,,,,,,,,52
,,,,,8,20,8,179,18,3,37,16,7,,,,,,,,,,18.541609,42,,,,21/12/17,18:59:05,,,,,,,70769381,70769386,70769383,,,,,,,,,,,,,,,,,,,,51
,,,,,8,20,11,179,19,10,37,14,5,,,,,,,,,,19.630396,88,,,,21/12/17,19:32:24,,,,,,,70769383,70769383,70769384,,,,,,,,,,,,,,,,,,,,56
,,,,,8,16,9,179,12,5,37,19,6,,,,,,,,,,29.685057,50,,,,21/12/17,20:05:02,,,,,,,70769384,70769383,70769378,,,,,,,,,,,,,,,,,,,,56
,,,,,2,14,6,179,15,3,37,20,5,,,,,,,,,,25.42263,82,,,,21/12/17,20:32:55,,,,,,,70769382,70769382,70769384,,,,,,,,,,,,,,,,,,,,50
,,,,,4,20,7,179,18,10,37,20,10,,,,,,,,,,23.477165,50,,,,21/12/17,21:07:11,,,,,,,70769384,70769387,70769379,,,,,,,,,,,,,,,,,,,,55
,,,,,2,15,1,179,12,7,37,12,1,,,,,,,,,,28.369051,87,,,,21/12/17,21:39:52,,,,,,,70769383,70769386,70769384,,,,,,,,,,,,,,,,,,,,53
,,,,,2,19,8,179,12,8,37,20,3,,,,,,,,,,12.08565,46,,,,21/12/17,22:12:16,,,,,,,70769384,70769381,70769386,,,,,,,,,,,,,,,,,,,,53
,,,,,2,19,11,179,17,10,37,19,0,,,,,,,,,,13.972585,105,,,,21/12/17,22:42:28,,,,,,,70769387,70769388,70769379,,,,,,,,,,,,,,,,,,,,50
,,,,,8,20,11,179,19,1,37,18,8,,,,,,,,,,25.554901,79,,,,21/12/17,23:10:59,,,,,,,70769382,70769378,70769385,,,,,,,,,,,,,,,,,,,,58
,,,,,1,17,9,179,18,1,37,13,4,,,,,,,,,,14.098736,52,,,,21/12/17,23:45:02,,,,,,,70769388,70769379,70769388,,,,,,,,,,,,,,,,,,,,58
,,,,,1,15,2,179,12,3,37,15,4,,,,,,,,,,21.9762,49,,,,22/12/17,00:16:05,,,,,,,70769380,70769380,70769388,,,,,,,,,,,,,,,,,,,,59
,,,,,4,17,2,179,13,0,37,17,1,,,,,,,,,,17.223694,40,,,,22/12/17,00:48:19,,,,,,,70769379,70769387,70769385,,,,,,,,,,,,,,,,,,,,56
,,,,,8,17,0,179,16,11,37,13,3,,,,,,,,,,23.780792,50,,,,22/12/17,01:19:39,,,,,,,70769378,70769386,70769378,,,,,,,,,,,,,,,,,,,,60
,,,,,8,13,2,179,17,6,37,19,2,,,,,,,,,,15.737904,60,,,,22/12/17,01:49:42,,,,,,,70769384,70769378,70769379,,,,,,,,,,,,,,,,,,,,55
,,,,,8,17,9,179,19,3,37,12,3,,,,,,,,,,28.583555,97,,,,22/12/17,02:22:30,,,,,,,70769380,70769378,70769379,,,,,,,,,,,,,,,,,,,,58
,,,,,1,20,4,179,17,5,37,20,8,,,,,,,,,,18.774994,64,,,,22/12/17,02:51:39,,,,,,,70769379,70769388,70769381,,,,,,,,,,,,,,,,,,,,52
,,,,,2,18,2,179,20,8,37,16,8,,,,,,,,,,14.019558,67,,,,22/12/17,03:23:20,,,,,,,70769379,70769378,70769383,,,,,,,,,,,,,,,,,,,,53
,,,,,8,20,4,179,19,6,37,16,0,,,,,,,,,,14.713215,85,,,,22/12/17,03:52:09,,,,,,,70769384,70769379,70769387,,,,,,,,,,,,,,,,,,,,59
,,,,,1,13,9,179,15,9,37,15,7,,,,,,,,,,21.981266,46,,,,22/12/17,04:24:57,,,,,,,70769381,70769380,70769379,,,,,,,,,,,,,,,,,,,,56
,,,,,8,19,11,179,16,3,37,16,4,,,,,,,,,,18.929686,88,,,,22/12/17,04:53:11,,,,,,,70769385,70769381,70769387,,,,,,,,,,,,,,,,,,,,54
,,,,,1,14,10,179,15,0,37,20,3,,,,,,,,,,14.080053,98,,,,22/12/17,05:23:01,,,,,,,70769379,70769378,70769380,,,,,,,,,,,,,,,,,,,,51
,,,,,1,20,11,179,17,12,37,20,1,,,,,,,,,,23.067608,115,,,,22/12/17,05:55:09,,,,,,,70769380,70769380,70769384,,,,,,,,,,,,,,,,,,,,50
,,,,,1,19,11,179,19,2,37,17,6,,,,,,,,,,24.815458,101,,,,22/12/17,06:24:52,,,,,,,70769385,70769388,70769388,,,,,,,,,,,,,,,,,,,,53
,,,,,8,16,3,179,20,2,37,20,0,,,,,,,,,,16.226519,106,,,,22/12/17,06:51:03,,,,,,,70769379,70769379,70769388,,,,,,,,,,,,,,,,,,,,60
,,,,,2,20,11,179,16,1,37,16,5,,,,,,,,,,16.6124,72,,,,22/12/17,07:20:41,,,,,,,70769381,70769379,70769388,,,,,,,,,,,,,,,,,,,,55
,,,,,2,19,3,179,12,7,37,17,12,,,,,,,,,,22.446577,49,,,,22/12/17,07:51:45,,,,,,,70769379,70769388,70769384,,,,,,,,,,,,,,,,,,,,56
,,,,,1,14,12,179,20,12,37,19,0,,,,,,,,,,19.677588,106,,,,22/12/17,08:21:29,,,,,,,70769384,70769388,70769387,,,,,,,,,,,,,,,,,,,,51
,,,,,1,17,6,179,12,5,37,12,7,,,,,,,,,,23.435934,58,,,,22/12/17,08:52:21,,,,,,,70769379,70769386,70769378,,,,,,,,,,,,,,,,,,,,59
,,,,,4,16,8,179,12,5,37,14,5,,,,,,,,,,14.040264,50,,,,22/12/17,09:21:15,,,,,,,70769379,70769382,70769388,,,,,,,,,,,,,,,,,,,,58
,,,,,1,13,4,179,16,9,37,15,8,,,,,,,,,,21.755695,70,,,,22/12/17,09:51:03,,,,,,,70769384,70769378,70769382,,,,,,,,,,,,,,,,,,,,50
,,,,,1,12,3,179,12,12,37,13,5,,,,,,,,,,18.963018,93,,,,22/12/17,10:22:02,,,,,,,70769378,70769386,70769384,,,,,,,,,,,,,,,,,,,,54
,,,,,8,18,5,179,16,9,37,14,10,,,,,,,,,,27.73471,80,,,,22/12/17,10:54:39,,,,,,,70769385,70769380,70769386,,,,,,,,,,,,,,,,,,,,53
,,,,,2,16,10,179,16,6,37,18,2,,,,,,,,,,25.300743,88,,,,22/12/17,11:24:01,,,,,,,70769384,70769379,70769385,,,,,,,,,,,,,,,,,,,,58
,,,,,8,19,8,179,12,8,37,20,5,,,,,,,,,,22.338533,108,,,,22/12/17,11:51:41,,,,,,,70769378,70769378,70769383,,,,,,,,,,,,,,,,,,,,59
,,,,,1,12,1,179,12,6,37,17,10,,,,,,,,,,20.624908,120,,,,22/12/17,12:22:19,,,,,,,70769385,70769387,70769386,,,,,,,,,,,,,,,,,,,,55
,,,,,8,17,4,179,19,1,37,18,11,,,,,,,,,,27.787209,58,,,,22/12/17,12:51:30,,,,,,,70769381,70769384,70769388,,,,,,,,,,,,,,,,,,,,58
,,,,,1,16,5,179,18,11,37,12,2,,,,,,,,,,24.704538,85,,,,22/12/17,13:19:52,,,,,,,70769384,70769388,70769380,,,,,,,,,,,,,,,,,,,,60
,,,,,8,20,2,179,19,1,37,13,2,,,,,,,,,,29.23013,81,,,,22/12/17,13:50:46,,,,,,,70769380,70769378,70769379,,,,,,,,,,,,,,,,,,,,52
,,,,,1,17,1,179,14,3,37,12,7,,,,,,,,,,13.534814,74,,,,22/12/17,14:24:30,,,,,,,70769378,70769384,70769380,,,,,,,,,,,,,,,,,,,,54
,,,,,8,16,0,179,15,7,37,18,0,,,,,,,,,,25.95655,97,,,,22/12/17,14:55:37,,,,,,,70769379,70769382,70769383,,,,,,,,,,,,,,,,,,,,60
,,,,,4,12,10,179,19,3,37,14,1,,,,,,,,,,17.309532,81,,,,22/12/17,15:28:24,,,,,,,70769382,70769378,70769383,,,,,,,,,,,,,,,,,,,,55
,,,,,1,17,1,179,20,8,37,13,2,,,,,,,,,,29.1353,53,,,,22/12/17,15:56:46,,,,,,,70769385,70769380,70769383,,,,,,,,,,,,,,,,,,,,54
,,,,,8,14,8,179,16,5,37,12,9,,,,,,,,,,17.024376,82,,,,22/12/17,16:26:58,,,,,,,70769381,70769381,70769384,,,,,,,,,,,,,,,,,,,,56
,,,,,2,18,10,179,15,2,37,15,3,,,,,,,,,,29.372625,50,,,,22/12/17,16:58:08,,,,,,,70769378,70769378,70769387,,,,,,,,,,,,,,,,,,,,53
,,,,,4,17,12,179,19,12,37,19,7,,,,,,,,,,18.736202,94,,,,22/12/17,17:30:35,,,,,,,70769387,70769388,70769385,,,,,,,,,,,,,,,,,,,,55
,,,,,2,19,0,179,18,8,37,20,6,,,,,,,,,,16.504364,85,,,,22/12/17,17:57:22,,,,,,,70769387,70769386,70769379,,,,,,,,,,,,,,,,,,,,50
,,,,,1,14,2,179,14,2,37,12,3,,,,,,,,,,26.64671,110,,,,22/12/17,18:25:55,,,,,,,70769388,70769381,70769387,,,,,,,,,,,,,,,,,,,,53
,,,,,1,15,7,179,14,3,37,16,9,,,,,,,,,,23.911629,110,,,,22/12/17,19:01:11,,,,,,,70769383,70769381,70769386,,,,,,,,,,,,,,,,,,,,52
,,,,,4,17,3,179,19,3,37,13,7,,,,,,,,,,21.885815,89,,,,22/12/17,19:34:05,,,,,,,70769382,70769381,70769388,,,,,,,,,,,,,,,,,,,,60
,,,,,2,13,7,179,14,9,37,12,4,,,,,,,,,,14.932615,85,,,,22/12/17,20:06:18,,,,,,,70769379,70769380,70769379,,,,,,,,,,,,,,,,,,,,53
,,,,,4,16,5,179,17,7,37,20,1,,,,,,,,,,26.098026,106,,,,22/12/17,20:35:01,,,,,,,70769381,70769385,70769386,,,,,,,,,,,,,,,,,,,,56
,,,,,1,19,0,179,15,0,37,13,9,,,,,,,,,,26.765488,95,,,,22/12/17,21:07:48,,,,,,,70769386,70769385,70769381,,,,,,,,,,,,,,,,,,,,52
,,,,,1,18,8,179,17,12,37,20,3,,,,,,,,,,21.864687,66,,,,22/12/17,21:38:10,,,,,,,70769380,70769386,70769386,,,,,,,,,,,,,,,,,,,,53
,,,,,2,20,10,179,15,10,37,15,6,,,,,,,,,,13.756374,80,,,,22/12/17,22:10:49,,,,,,,70769387,70769387,70769378,,,,,,,,,,,,,,,,,,,,54
,,,,,4,16,8,179,15,3,37,14,12,,,,,,,,,,23.454243,76,,,,22/12/17,22:44:11,,,,,,,70769381,70769381,70769379,,,,,,,,,,,,,,,,,,,,59
,,,,,4,14,5,179,16,5,37,17,2,,,,,,,,,,26.304996,62,,,,22/12/17,23:13:46,,,,,,,70769378,70769379,70769388,,,,,,,,,,,,,,,,,,,,51
,,,,,2,14,5,179,16,9,37,13,3,,,,,,,,,,15.037561,68,,,,22/12/17,23:46:11,,,,,,,70769385,70769383,70769384,,,,,,,,,,,,,,,,,,,,50
,,,,,2,17,9,179,15,12,37,17,9,,,,,,,,,,19.37567,103,,,,23/12/17,00:17:36,,,,,,,70769380,70769378,70769379,,,,,,,,,,,,,,,,,,,,59
,,,,,4,20,8,179,13,11,37,19,7,,,,,,,,,,26.912037,87,,,,23/12/17,00:50:51,,,,,,,70769378,70769386,70769383,,,,,,,,,,,,,,,,,,,,54
,,,,,4,15,1,179,12,2,37,16,11,,,,,,,,,,26.815798,55,,,,23/12/17,01:22:20,,,,,,,70769383,70769378,70769383,,,,,,,,,,,,,,,,,,,,54
,,,,,4,13,2,179,13,10,37,16,2,,,,,,,,,,22.285162,83,,,,23/12/17,01:54:16,,,,,,,70769378,70769385,70769383,,,,,,,,,,,,,,,,,,,,51
,,,,,8,16,8,179,20,7,37,19,2,,,,,,,,,,15.0706005,47,,,,23/12/17,02:24:48,,,,,,,70769379,70769380,70769385,,,,,,,,,,,,,,,,,,,,51
,,,,,1,20,11,179,12,10,37,17,7,,,,,,,,,,12.602822,110,,,,23/12/17,02:50:56,,,,,,,70769379,70769387,70769380,,,,,,,,,,,,,,,,,,,,53
,,,,,1,19,4,179,18,10,37,17,9,,,,,,,,,,22.515741,44,,,,23/12/17,03:22:32,,,,,,,70769381,70769379,70769378,,,,,,,,,,,,,,,,,,,,53
,,,,,2,17,3,179,12,3,37,19,5,,,,,,,,,,26.160683,103,,,,23/12/17,03:54:06,,,,,,,70769384,70769384,70769386,,,,,,,,,,,,,,,,,,,,60
,,,,,2,13,2,179,19,11,37,16,6,,,,,,,,,,17.62807,104,,,,23/12/17,04:25:47,,,,,,,70769382,70769383,70769380,,,,,,,,,,,,,,,,,,,,59
,,,,,2,13,10,179,15,12,37,15,11,,,,,,,,,,16.01727,74,,,,23/12/17,04:56:09,,,,,,,70769387,70769379,70769388,,,,,,,,,,,,,,,,,,,,57
,,,,,1,15,1,179,18,3,37,18,7,,,,,,,,,,26.489622,97,,,,23/12/17,05:24:44,,,,,,,70769378,70769384,70769382,,,,,,,,,,,,,,,,,,,,53
,,,,,1,13,12,179,14,1,37,14,4,,,,,,,,,,26.723988,51,,,,23/12/17,05:52:48,,,,,,,70769380,70769387,70769378,,,,,,,,,,,,,,,,,,,,54
,,,,,2,12,12,179,20,11,37,17,7,,,,,,,,,,23.27758,100,,,,23/12/17,06:20:50,,,,,,,70769380,70769383,70769378,,,,,,,,,,,,,,,,,,,,60
,,,,,8,16,5,179,12,10,37,19,4,,,,,,,,,,22.520058,45,,,,23/12/17,06:54:29,,,,,,,70769380,70769385,70769380,,,,,,,,,,,,,,,,,,,,50
,,,,,4,13,5,179,17,2,37,14,11,,,,,,,,,,29.397055,57,,,,23/12/17,07:25:10,,,,,,,70769380,70769385,70769385,,,,,,,,,,,,,,,,,,,,56
,,,,,4,20,8,179,20,12,37,15,11,,,,,,,,,,25.796347,70,,,,23/12/17,07:57:20,,,,,,,70769382,70769383,70769385,,,,,,,,,,,,,,,,,,,,57
,,,,,8,17,4,179,18,4,37,19,6,,,,,,,,,,25.500498,117,,,,23/12/17,08:25:52,,,,,,,70769388,70769384,70769381,,,,,,,,,,,,,,,,,,,,58
,,,,,1,18,10,179,18,0,37,19,10,,,,,,,,,,23.919695,76,,,,23/12/17,08:55:14,,,,,,,70769388,70769382,70769382,,,,,,,,,,,,,,,,,,,,59
,,,,,1,20,0,179,12,1,37,19,4,,,,,,,,,,13.768018,77,,,,23/12/17,09:26:54,,,,,,,70769383,70769378,70769378,,,,,,,,,,,,,,,,,,,,57
,,,,,4,12,10,179,12,2,37,16,1,,,,,,,,,,14.380047,109,,,,23/12/17,09:56:08,,,,,,,70769379,70769378,70769380,,,,,,,,,,,,,,,,,,,,58
,,,,,4,12,7,179,19,7,37,15,7,,,,,,,,,,14.0185375,86,,,,23/12/17,10:28:48,,,,,,,70769381,70769383,70769379,,,,,,,,,,,,,,,,,,,,60
,,,,,4,15,5,179,14,0,37,18,9,,,,,,,,,,19.283737,99,,,,23/12/17,11:00:54,,,,,,,70769381,70769379,70769380,,,,,,,,,,,,,,,,,,,,56
,,,,,8,20,7,179,18,2,37,16,1,,,,,,,,,,22.511982,47,,,,23/12/17,11:29:48,,,,,,,70769378,70769386,70769388,,,,,,,,,,,,,,,,,,,,60
,,,,,1,15,1,179,16,5,37,12,8,,,,,,,,,,12.289516,46,,,,23/12/17,12:01:05,,,,,,,70769388,70769387,70769381,,,,,,,,,,,,,,,,,,,,50
,,,,,4,13,10,179,20,2,37,16,12,,,,,,,,,,13.514413,118,,,,23/12/17,12:33:07,,,,,,,70769379,70769388,70769381,,,,,,,,,,,,,,,,,,,,53
,,,,,2,19,0,179,19,3,37,19,10,,,,,,,,,,25.042828,112,,,,23/12/17,13:04:37,,,,,,,70769385,70769383,70769380,,,,,,,,,,,,,,,,,,,,53
,,,,,1,20,1,179,16,2,37,19,6,,,,,,,,,,16.776417,43,,,,23/12/17,13:34:25,,,,,,,70769380,70769378,70769388,,,,,,,,,,,,,,,,,,,,58
,,,,,1,14,1,179,17,3,37,17,9,,,,,,,,,,14.514411,92,,,,23/12/17,14:05:00,,,,,,,70769383,70769388,70769379,,,,,,,,,,,,,,,,,,,,56
,,,,,8,15,7,179,12,2,37,20,7,,,,,,,,,,23.350681,46,,,,23/12/17,14:35:12,,,,,,,70769380,70769388,70769380,,,,,,,,,,,,,,,,,,,,59
,,,,,1,18,6,179,15,4,37,17,0,,,,,,,,,,29.071415,97,,,,23/12/17,15:08:20,,,,,,,70769384,70769387,70769382,,,,,,,,,,,,,,,,,,,,60
,,,,,1,12,11,179,15,0,37,13,5,,,,,,,,,,18.539349,85,,,,23/12/17,15:33:42,,,,,,,70769384,70769387,70769388,,,,,,,,,,,,,,,,,,,,53
,,,,,4,14,3,179,14,7,37,16,2,,,,,,,,,,14.837435,45,,,,23/12/17,16:07:04,,,,,,,70769380,70769378,70769385,,,,,,,,,,,,,,,,,,,,52
,,,,,8,15,2,179,14,1,37,17,11,,,,,,,,,,24.342266,92,,,,23/12/17,16:39:15,,,,,,,70769382,70769387,70769388,,,,,,,,,,,,,,,,,,,,54
,,,,,4,16,9,179,15,5,37,16,0,,,,,,,,,,20.069641,64,,,,23/12/17,17:10:50,,,,,,,70769380,70769385,70769380,,,,,,,,,,,,,,,,,,,,55
,,,,,1,15,8,179,14,0,37,20,6,,,,,,,,,,27.482964,42,,,,23/12/17,17:42:15,,,,,,,70769381,70769384,70769383,,,,,,,,,,,,,,,,,,,,55
,,,,,2,18,5,179,14,4,37,14,6,,,,,,,,,,13.472282,109,,,,23/12/17,18:15:35,,,,,,,70769383,70769381,70769383,,,,,,,,,,,,,,,,,,,,57
,,,,,4,12,11,179,16,0,37,20,8,,,,,,,,,,25.815886,109,,,,23/12/17,18:43:02,,,,,,,70769381,70769383,70769381,,,,,,,,,,,,,,,,,,,,51
,,,,,8,16,3,179,15,8,37,14,0,,,,,,,,,,25.218525,86,,,,23/12/17,19:17:56,,,,,,,70769387,70769379,70769378,,,,,,,,,,,,,,,,,,,,52
,,,,,8,13,3,179,17,2,37,20,6,,,,,,,,,,25.36517,97,,,,23/12/17,19:50:59,,,,,,,70769386,70769386,70769381,,,,,,,,,,,,,,,,,,,,53
,,,,,2,16,1,179,13,5,37,14,5,,,,,,,,,,27.235096,53,,,,23/12/17,20:22:26,,,,,,,70769379,70769386,70769379,,,,,,,,,,,,,,,,,,,,52
,,,,,1,20,6,179,18,12,37,12,7,,,,,,,,,,16.804512,61,,,,23/12/17,20:54:49,,,,,,,70769379,70769380,70769380,,,,,,,,,,,,,,,,,,,,54
